AYUNTAMIENTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021 18:52 (UTC-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'040325B0100,'040325B010002,'04,CAMPECHE,'013,SEYBAPLAYA ,'0325,1,B,0,1,2,,,,,,,,49,19,33,15,40,19,36,38,34,8,21,29,44,,,,509,,,,,,,,,,,
'040325C0100,'040325C010002,'04,CAMPECHE,'013,SEYBAPLAYA ,'0325,1,C,0,1,2,,,,,,,,24,48,1,32,17,24,4,6,23,22,27,32,38,,,,509,,,,,,,,,,,
'040325C0200,'040325C020002,'04,CAMPECHE,'013,SEYBAPLAYA ,'0325,2,C,0,1,2,,,,,,,,34,31,11,8,44,22,25,1,32,8,24,36,49,,,,508,,,,,,,,,,,
'040326B0100,'040326B010002,'04,CAMPECHE,'013,SEYBAPLAYA ,'0326,1,B,0,2,2,,,,,,,,24,35,41,23,25,32,36,44,10,21,47,24,10,,,,405,,,,,,,,,,,
'040326C0100,'040326C010002,'04,CAMPECHE,'013,SEYBAPLAYA ,'0326,1,C,0,2,2,,,,,,,,26,39,35,4,3,48,38,38,24,28,37,1,45,,,,404,,,,,,,,,,,
'040327B0100,'040327B010002,'04,CAMPECHE,'013,SEYBAPLAYA ,'0327,1,B,0,2,2,,,,,,,,35,1,28,40,24,15,16,7,41,8,40,16,6,,,,589,,,,,,,,,,,
'040327C0100,'040327C010002,'04,CAMPECHE,'013,SEYBAPLAYA ,'0327,1,C,0,2,2,,,,,,,,18,27,9,26,32,31,29,1,26,1,26,13,33,,,,589,,,,,,,,,,,
'040327C0200,'040327C020002,'04,CAMPECHE,'013,SEYBAPLAYA ,'0327,2,C,0,2,2,,,,,,,,17,10,44,26,12,48,38,46,22,32,15,40,16,,,,589,,,,,,,,,,,
'040328B0100,'040328B010002,'04,CAMPECHE,'013,SEYBAPLAYA ,'0328,1,B,0,2,2,,,,,,,,21,30,45,7,33,48,7,45,19,22,32,35,30,,,,513,,,,,,,,,,,
'040328C0100,'040328C010002,'04,CAMPECHE,'013,SEYBAPLAYA ,'0328,1,C,0,2,2,,,,,,,,20,44,37,28,11,42,8,26,46,10,42,15,40,,,,513,,,,,,,,,,,
'040328C0200,'040328C020002,'04,CAMPECHE,'013,SEYBAPLAYA ,'0328,2,C,0,2,2,,,,,,,,22,34,15,7,15,5,4,46,6,31,22,16,17,,,,512,,,,,,,,,,,
'040329B0100,'040329B010002,'04,CAMPECHE,'004,CHAMPOTON,'0329,1,B,0,2,2,,,,,,,,13,8,12,28,42,14,6,42,27,11,25,20,20,,,,446,,,,,,,,,,,
'040329C0100,'040329C010002,'04,CAMPECHE,'004,CHAMPOTON,'0329,1,C,0,2,2,,,,,,,,11,32,26,28,29,37,1,26,16,9,27,9,31,,,,446,,,,,,,,,,,
'040330B0100,'040330B010002,'04,CAMPECHE,'004,CHAMPOTON,'0330,1,B,0,1,2,,,,,,,,16,43,34,24,43,12,40,1,40,1,36,11,35,,,,540,,,,,,,,,,,
'040330C0100,'040330C010002,'04,CAMPECHE,'004,CHAMPOTON,'0330,1,C,0,1,2,,,,,,,,19,18,12,14,2,35,44,26,2,2,45,45,26,,,,540,,,,,,,,,,,
'040332B0100,'040332B010002,'04,CAMPECHE,'004,CHAMPOTON,'0332,1,B,0,2,2,,,,,,,,47,49,20,27,38,23,8,37,41,21,49,30,5,,,,512,,,,,,,,,,,
'040333B0100,'040333B010002,'04,CAMPECHE,'004,CHAMPOTON,'0333,1,B,0,2,2,,,,,,,,32,37,38,26,46,26,16,6,42,18,21,47,3,,,,606,,,,,,,,,,,
'040333C0100,'040333C010002,'04,CAMPECHE,'004,CHAMPOTON,'0333,1,C,0,2,2,,,,,,,,1,39,42,31,29,3,7,33,13,43,29,12,8,,,,605,,,,,,,,,,,
'040334B0100,'040334B010002,'04,CAMPECHE,'004,CHAMPOTON,'0334,1,B,0,2,2,,,,,,,,29,29,40,42,46,19,47,5,6,2,26,15,39,,,,422,,,,,,,,,,,
'040334C0100,'040334C010002,'04,CAMPECHE,'004,CHAMPOTON,'0334,1,C,0,2,2,,,,,,,,45,47,42,24,46,14,27,41,21,21,40,30,34,,,,422,,,,,,,,,,,
'040334E0100,'040334E010002,'04,CAMPECHE,'004,CHAMPOTON,'0334,1,E,0,2,2,,,,,,,,22,33,21,14,11,8,18,30,37,16,21,13,24,,,,137,,,,,,,,,,,
'040334E0200,'040334E020002,'04,CAMPECHE,'004,CHAMPOTON,'0334,2,E,0,2,2,,,,,,,,7,7,43,26,24,42,23,19,28,2,45,18,31,,,,96,,,,,,,,,,,
'040335B0100,'040335B010002,'04,CAMPECHE,'004,CHAMPOTON,'0335,1,B,0,2,2,,,,,,,,38,15,20,43,43,42,12,14,24,30,34,4,21,,,,383,,,,,,,,,,,
'040335C0100,'040335C010002,'04,CAMPECHE,'004,CHAMPOTON,'0335,1,C,0,2,2,,,,,,,,20,28,47,33,25,29,35,34,22,2,3,42,2,,,,382,,,,,,,,,,,
'040336B0100,'040336B010002,'04,CAMPECHE,'004,CHAMPOTON,'0336,1,B,0,2,2,,,,,,,,10,21,22,18,40,42,21,40,16,41,6,48,7,,,,459,,,,,,,,,,,
'040336C0100,'040336C010002,'04,CAMPECHE,'004,CHAMPOTON,'0336,1,C,0,2,2,,,,,,,,12,31,48,49,24,22,21,31,28,32,29,42,41,,,,459,,,,,,,,,,,
'040337B0100,'040337B010002,'04,CAMPECHE,'004,CHAMPOTON,'0337,1,B,0,2,2,,,,,,,,3,11,18,7,40,40,37,4,2,24,10,12,31,,,,433,,,,,,,,,,,
'040337C0100,'040337C010002,'04,CAMPECHE,'004,CHAMPOTON,'0337,1,C,0,2,2,,,,,,,,17,2,43,3,11,12,45,47,44,35,25,44,23,,,,432,,,,,,,,,,,
'040338B0100,'040338B010002,'04,CAMPECHE,'004,CHAMPOTON,'0338,1,B,0,2,2,,,,,,,,8,48,27,35,7,38,43,42,6,9,3,49,49,,,,231,,,,,,,,,,,
'040339B0100,'040339B010002,'04,CAMPECHE,'004,CHAMPOTON,'0339,1,B,0,2,2,,,,,,,,1,16,30,40,7,46,32,21,4,15,35,36,17,,,,635,,,,,,,,,,,
'040340B0100,'040340B010002,'04,CAMPECHE,'004,CHAMPOTON,'0340,1,B,0,2,2,,,,,,,,8,47,43,8,12,32,25,28,41,8,26,36,33,,,,661,,,,,,,,,,,
'040340C0100,'040340C010002,'04,CAMPECHE,'004,CHAMPOTON,'0340,1,C,0,2,2,,,,,,,,20,43,11,7,48,19,37,2,12,47,20,14,3,,,,660,,,,,,,,,,,
'040340C0200,'040340C020002,'04,CAMPECHE,'004,CHAMPOTON,'0340,2,C,0,2,2,,,,,,,,38,6,17,34,43,34,2,28,42,4,33,46,6,,,,660,,,,,,,,,,,
'040340E0100,'040340E010002,'04,CAMPECHE,'004,CHAMPOTON,'0340,1,E,0,2,2,,,,,,,,36,46,34,44,41,32,33,12,11,29,15,17,27,,,,233,,,,,,,,,,,
'040341B0100,'040341B010002,'04,CAMPECHE,'004,CHAMPOTON,'0341,1,B,0,2,2,,,,,,,,26,47,37,3,43,15,18,21,31,29,2,10,35,,,,671,,,,,,,,,,,
'040341C0100,'040341C010002,'04,CAMPECHE,'004,CHAMPOTON,'0341,1,C,0,2,2,,,,,,,,4,46,43,6,28,42,3,23,8,45,36,21,36,,,,671,,,,,,,,,,,
'040342B0100,'040342B010002,'04,CAMPECHE,'004,CHAMPOTON,'0342,1,B,0,2,2,,,,,,,,40,34,10,21,45,35,21,32,17,17,5,12,42,,,,606,,,,,,,,,,,
'040342C0100,'040342C010002,'04,CAMPECHE,'004,CHAMPOTON,'0342,1,C,0,2,2,,,,,,,,45,2,4,24,36,8,6,46,2,41,32,49,19,,,,605,,,,,,,,,,,
'040343B0100,'040343B010002,'04,CAMPECHE,'004,CHAMPOTON,'0343,1,B,0,1,2,,,,,,,,9,28,13,33,20,36,8,38,30,19,11,5,20,,,,540,,,,,,,,,,,
'040343C0100,'040343C010002,'04,CAMPECHE,'004,CHAMPOTON,'0343,1,C,0,1,2,,,,,,,,6,40,6,26,11,8,44,28,2,10,49,43,42,,,,539,,,,,,,,,,,
'040344B0100,'040344B010002,'04,CAMPECHE,'004,CHAMPOTON,'0344,1,B,0,2,2,,,,,,,,21,47,21,1,49,35,21,32,23,47,42,15,32,,,,699,,,,,,,,,,,
'040345B0100,'040345B010002,'04,CAMPECHE,'004,CHAMPOTON,'0345,1,B,0,1,2,,,,,,,,29,15,49,4,29,1,12,42,42,31,12,29,23,,,,455,,,,,,,,,,,
'040345C0100,'040345C010002,'04,CAMPECHE,'004,CHAMPOTON,'0345,1,C,0,1,2,,,,,,,,21,27,47,39,12,39,49,21,36,12,39,24,49,,,,455,,,,,,,,,,,
'040346B0100,'040346B010002,'04,CAMPECHE,'004,CHAMPOTON,'0346,1,B,0,2,2,,,,,,,,23,18,9,22,44,26,27,40,12,33,13,29,23,,,,517,,,,,,,,,,,
'040346C0100,'040346C010002,'04,CAMPECHE,'004,CHAMPOTON,'0346,1,C,0,2,2,,,,,,,,28,48,37,9,8,46,15,2,4,28,43,34,10,,,,517,,,,,,,,,,,
'040347B0100,'040347B010002,'04,CAMPECHE,'004,CHAMPOTON,'0347,1,B,0,2,2,,,,,,,,7,14,7,26,12,44,34,1,13,34,33,17,14,,,,376,,,,,,,,,,,
'040347C0100,'040347C010002,'04,CAMPECHE,'004,CHAMPOTON,'0347,1,C,0,2,2,,,,,,,,11,49,8,33,8,29,6,20,49,18,42,20,28,,,,376,,,,,,,,,,,
'040347E0100,'040347E010002,'04,CAMPECHE,'004,CHAMPOTON,'0347,1,E,0,2,2,,,,,,,,12,49,27,4,2,5,13,10,39,5,39,16,31,,,,686,,,,,,,,,,,
'040348B0100,'040348B010002,'04,CAMPECHE,'004,CHAMPOTON,'0348,1,B,0,2,2,,,,,,,,29,26,36,34,35,16,7,37,11,7,30,15,6,,,,388,,,,,,,,,,,
'040348C0100,'040348C010002,'04,CAMPECHE,'004,CHAMPOTON,'0348,1,C,0,2,2,,,,,,,,9,37,17,17,32,17,40,26,13,3,36,6,30,,,,388,,,,,,,,,,,
'040349B0100,'040349B010002,'04,CAMPECHE,'004,CHAMPOTON,'0349,1,B,0,2,2,,,,,,,,34,38,2,19,7,1,7,24,30,19,19,19,24,,,,590,,,,,,,,,,,
'040349C0100,'040349C010002,'04,CAMPECHE,'004,CHAMPOTON,'0349,1,C,0,2,2,,,,,,,,9,3,13,6,44,8,3,43,47,16,14,34,24,,,,589,,,,,,,,,,,
'040350B0100,'040350B010002,'04,CAMPECHE,'004,CHAMPOTON,'0350,1,B,0,2,2,,,,,,,,25,9,31,21,36,5,28,46,34,9,28,29,2,,,,507,,,,,,,,,,,
'040350C0100,'040350C010002,'04,CAMPECHE,'004,CHAMPOTON,'0350,1,C,0,2,2,,,,,,,,12,49,32,33,41,6,44,10,33,37,23,12,48,,,,507,,,,,,,,,,,
'040350C0200,'040350C020002,'04,CAMPECHE,'004,CHAMPOTON,'0350,2,C,0,2,2,,,,,,,,14,19,45,42,17,4,7,17,43,11,4,46,5,,,,507,,,,,,,,,,,
'040351B0100,'040351B010002,'04,CAMPECHE,'004,CHAMPOTON,'0351,1,B,0,2,2,,,,,,,,15,46,24,16,12,12,40,5,24,24,5,8,21,,,,515,,,,,,,,,,,
'040352B0100,'040352B010002,'04,CAMPECHE,'004,CHAMPOTON,'0352,1,B,0,2,2,,,,,,,,4,31,43,49,6,25,10,24,40,47,11,6,22,,,,631,,,,,,,,,,,
'040353B0100,'040353B010002,'04,CAMPECHE,'004,CHAMPOTON,'0353,1,B,0,2,2,,,,,,,,12,41,7,5,4,24,35,33,10,37,45,49,16,,,,396,,,,,,,,,,,
'040354B0100,'040354B010002,'04,CAMPECHE,'004,CHAMPOTON,'0354,1,B,0,2,2,,,,,,,,22,8,4,39,31,13,22,19,44,19,2,45,32,,,,738,,,,,,,,,,,
'040355B0100,'040355B010002,'04,CAMPECHE,'004,CHAMPOTON,'0355,1,B,0,2,2,,,,,,,,44,31,15,26,17,1,2,18,44,27,9,47,3,,,,272,,,,,,,,,,,
'040356B0100,'040356B010002,'04,CAMPECHE,'009,ESCARCEGA,'0356,1,B,0,2,2,,,,,,,,21,4,13,32,34,45,9,48,14,15,11,48,8,,,,706,,,,,,,,,,,
'040356C0100,'040356C010002,'04,CAMPECHE,'009,ESCARCEGA,'0356,1,C,0,2,2,,,,,,,,30,41,45,38,20,13,24,16,46,19,38,9,28,,,,705,,,,,,,,,,,
'040356C0200,'040356C020002,'04,CAMPECHE,'009,ESCARCEGA,'0356,2,C,0,2,2,,,,,,,,26,25,14,46,39,2,10,45,32,26,24,30,34,,,,705,,,,,,,,,,,
'040357B0100,'040357B010002,'04,CAMPECHE,'009,ESCARCEGA,'0357,1,B,0,2,2,,,,,,,,39,32,10,12,41,1,46,45,17,5,26,29,14,,,,665,,,,,,,,,,,
'040358B0100,'040358B010002,'04,CAMPECHE,'009,ESCARCEGA,'0358,1,B,0,2,2,,,,,,,,18,13,38,44,7,22,41,13,41,26,14,37,28,,,,343,,,,,,,,,,,
'040361B0100,'040361B010002,'04,CAMPECHE,'009,ESCARCEGA,'0361,1,B,0,2,2,,,,,,,,11,30,28,16,39,9,22,16,26,44,34,19,23,,,,741,,,,,,,,,,,
'040361C0100,'040361C010002,'04,CAMPECHE,'009,ESCARCEGA,'0361,1,C,0,2,2,,,,,,,,27,11,19,38,40,35,20,43,38,11,34,13,49,,,,741,,,,,,,,,,,
'040428B0100,'040428B010002,'04,CAMPECHE,'007,PALIZADA,'0428,1,B,0,1,2,,,,,,,,30,39,2,49,49,26,14,8,19,27,46,20,45,,,,689,,,,,,,,,,,
'040428C0100,'040428C010002,'04,CAMPECHE,'007,PALIZADA,'0428,1,C,0,1,2,,,,,,,,40,42,2,34,27,24,14,5,39,11,43,12,39,,,,689,,,,,,,,,,,
'040429B0100,'040429B010002,'04,CAMPECHE,'007,PALIZADA,'0429,1,B,0,2,2,,,,,,,,47,45,14,47,40,1,25,38,33,4,44,9,10,,,,706,,,,,,,,,,,
'040429C0100,'040429C010002,'04,CAMPECHE,'007,PALIZADA,'0429,1,C,0,2,2,,,,,,,,22,47,20,37,19,5,9,6,6,4,20,20,9,,,,706,,,,,,,,,,,
'040429C0200,'040429C020002,'04,CAMPECHE,'007,PALIZADA,'0429,2,C,0,2,2,,,,,,,,37,8,14,8,48,37,49,15,31,13,48,49,14,,,,705,,,,,,,,,,,
'040430B0100,'040430B010002,'04,CAMPECHE,'007,PALIZADA,'0430,1,B,0,2,2,,,,,,,,35,27,49,15,28,10,31,49,41,39,14,27,17,,,,399,,,,,,,,,,,
'040431B0100,'040431B010002,'04,CAMPECHE,'007,PALIZADA,'0431,1,B,0,2,2,,,,,,,,4,45,16,10,24,18,26,18,23,16,23,40,27,,,,732,,,,,,,,,,,
'040432B0100,'040432B010002,'04,CAMPECHE,'007,PALIZADA,'0432,1,B,0,2,2,,,,,,,,22,35,33,30,13,37,32,27,15,7,24,17,1,,,,443,,,,,,,,,,,
'040433B0100,'040433B010002,'04,CAMPECHE,'007,PALIZADA,'0433,1,B,0,2,2,,,,,,,,23,41,27,8,2,32,8,34,30,35,3,25,22,,,,624,,,,,,,,,,,
'040434B0100,'040434B010002,'04,CAMPECHE,'007,PALIZADA,'0434,1,B,0,2,2,,,,,,,,21,10,47,19,10,47,19,22,32,27,49,19,27,,,,200,,,,,,,,,,,
'040435B0100,'040435B010002,'04,CAMPECHE,'007,PALIZADA,'0435,1,B,0,2,2,,,,,,,,19,19,11,14,24,34,2,27,19,39,22,19,27,,,,591,,,,,,,,,,,
'040436B0100,'040436B010002,'04,CAMPECHE,'007,PALIZADA,'0436,1,B,0,2,2,,,,,,,,5,7,7,49,13,33,26,32,36,38,38,36,14,,,,105,,,,,,,,,,,
'040439B0100,'040439B010002,'04,CAMPECHE,'007,PALIZADA,'0439,1,B,0,2,2,,,,,,,,47,36,28,8,30,11,48,38,44,39,30,38,4,,,,396,,,,,,,,,,,
'040439C0100,'040439C010002,'04,CAMPECHE,'007,PALIZADA,'0439,1,C,0,2,2,,,,,,,,43,36,47,3,24,4,30,29,18,8,31,1,31,,,,395,,,,,,,,,,,
'040448B0100,'040448B010002,'04,CAMPECHE,'009,ESCARCEGA,'0448,1,B,0,2,2,,,,,,,,45,9,40,48,46,9,20,13,26,32,13,2,16,,,,636,,,,,,,,,,,
'040448C0100,'040448C010002,'04,CAMPECHE,'009,ESCARCEGA,'0448,1,C,0,2,2,,,,,,,,18,10,29,1,18,9,46,22,22,48,20,17,33,,,,636,,,,,,,,,,,
'040448C0200,'040448C020002,'04,CAMPECHE,'009,ESCARCEGA,'0448,2,C,0,2,2,,,,,,,,26,30,5,39,28,40,48,14,16,18,27,18,30,,,,636,,,,,,,,,,,
'040448C0300,'040448C030002,'04,CAMPECHE,'009,ESCARCEGA,'0448,3,C,0,2,2,,,,,,,,8,20,30,38,15,31,24,9,49,30,30,32,40,,,,636,,,,,,,,,,,
'040448C0400,'040448C040002,'04,CAMPECHE,'009,ESCARCEGA,'0448,4,C,0,2,2,,,,,,,,35,38,30,29,37,2,33,37,44,17,17,48,1,,,,636,,,,,,,,,,,
'040449B0100,'040449B010002,'04,CAMPECHE,'009,ESCARCEGA,'0449,1,B,0,1,2,,,,,,,,20,43,2,33,29,14,14,38,35,3,14,15,22,,,,716,,,,,,,,,,,
'040449C0100,'040449C010002,'04,CAMPECHE,'009,ESCARCEGA,'0449,1,C,0,1,2,,,,,,,,25,24,30,34,19,36,36,42,44,6,30,11,34,,,,715,,,,,,,,,,,
'040450B0100,'040450B010002,'04,CAMPECHE,'009,ESCARCEGA,'0450,1,B,0,1,2,,,,,,,,2,45,37,26,37,20,18,33,42,33,41,9,5,,,,673,,,,,,,,,,,
'040450C0100,'040450C010002,'04,CAMPECHE,'009,ESCARCEGA,'0450,1,C,0,1,2,,,,,,,,11,46,30,34,13,44,11,24,32,36,43,4,19,,,,672,,,,,,,,,,,
'040451B0100,'040451B010002,'04,CAMPECHE,'009,ESCARCEGA,'0451,1,B,0,1,2,,,,,,,,8,48,34,23,17,1,25,32,21,31,16,16,10,,,,615,,,,,,,,,,,
'040451C0100,'040451C010002,'04,CAMPECHE,'009,ESCARCEGA,'0451,1,C,0,1,2,,,,,,,,14,23,37,46,3,7,18,9,46,14,14,37,15,,,,615,,,,,,,,,,,
'040451C0200,'040451C020002,'04,CAMPECHE,'009,ESCARCEGA,'0451,2,C,0,1,2,,,,,,,,47,41,49,34,11,25,5,41,13,33,45,30,15,,,,615,,,,,,,,,,,
'040452B0100,'040452B010002,'04,CAMPECHE,'009,ESCARCEGA,'0452,1,B,0,1,2,,,,,,,,15,17,24,19,23,8,11,21,33,32,19,22,44,,,,591,,,,,,,,,,,
'040453B0100,'040453B010002,'04,CAMPECHE,'009,ESCARCEGA,'0453,1,B,0,1,2,,,,,,,,8,7,37,44,40,19,26,7,29,1,41,18,42,,,,414,,,,,,,,,,,
'040453C0100,'040453C010002,'04,CAMPECHE,'009,ESCARCEGA,'0453,1,C,0,1,2,,,,,,,,9,36,23,26,45,25,14,12,23,19,26,43,47,,,,414,,,,,,,,,,,
'040454B0100,'040454B010002,'04,CAMPECHE,'009,ESCARCEGA,'0454,1,B,0,1,2,,,,,,,,43,27,30,21,3,18,36,7,6,29,37,38,8,,,,705,,,,,,,,,,,
'040454C0100,'040454C010002,'04,CAMPECHE,'009,ESCARCEGA,'0454,1,C,0,1,2,,,,,,,,38,16,11,22,7,46,18,36,42,27,27,42,46,,,,704,,,,,,,,,,,
'040454C0200,'040454C020002,'04,CAMPECHE,'009,ESCARCEGA,'0454,2,C,0,1,2,,,,,,,,25,16,21,6,26,22,5,31,25,32,36,10,10,,,,704,,,,,,,,,,,
'040455B0100,'040455B010002,'04,CAMPECHE,'009,ESCARCEGA,'0455,1,B,0,2,2,,,,,,,,30,29,15,8,22,41,17,43,22,26,11,13,2,,,,517,,,,,,,,,,,
'040455C0100,'040455C010002,'04,CAMPECHE,'009,ESCARCEGA,'0455,1,C,0,2,2,,,,,,,,49,21,23,2,5,16,16,15,46,13,23,47,27,,,,517,,,,,,,,,,,
'040455C0200,'040455C020002,'04,CAMPECHE,'009,ESCARCEGA,'0455,2,C,0,2,2,,,,,,,,28,37,43,34,26,46,29,29,30,43,25,29,39,,,,517,,,,,,,,,,,
'040456B0100,'040456B010002,'04,CAMPECHE,'009,ESCARCEGA,'0456,1,B,0,1,2,,,,,,,,12,8,25,4,12,36,45,26,18,12,22,46,21,,,,446,,,,,,,,,,,
'040456C0100,'040456C010002,'04,CAMPECHE,'009,ESCARCEGA,'0456,1,C,0,1,2,,,,,,,,25,28,19,41,9,10,23,28,35,19,45,42,23,,,,445,,,,,,,,,,,
'040457B0100,'040457B010002,'04,CAMPECHE,'009,ESCARCEGA,'0457,1,B,0,1,2,,,,,,,,47,4,10,19,11,30,18,8,14,30,15,16,10,,,,733,,,,,,,,,,,
'040458B0100,'040458B010002,'04,CAMPECHE,'009,ESCARCEGA,'0458,1,B,0,1,2,,,,,,,,30,46,24,38,25,9,46,14,11,28,20,3,45,,,,474,,,,,,,,,,,
'040458C0100,'040458C010002,'04,CAMPECHE,'009,ESCARCEGA,'0458,1,C,0,1,2,,,,,,,,32,6,7,13,4,36,9,41,36,38,1,6,49,,,,473,,,,,,,,,,,
'040459B0100,'040459B010002,'04,CAMPECHE,'009,ESCARCEGA,'0459,1,B,0,1,2,,,,,,,,42,28,18,2,40,19,11,29,45,22,18,14,12,,,,739,,,,,,,,,,,
'040460B0100,'040460B010002,'04,CAMPECHE,'009,ESCARCEGA,'0460,1,B,0,1,2,,,,,,,,44,37,11,18,27,27,33,16,40,32,2,2,21,,,,634,,,,,,,,,,,
'040460S0100,'040460S010002,'04,CAMPECHE,'009,ESCARCEGA,'0460,1,S,0,1,2,,,,,,,,20,27,28,11,46,5,45,16,13,8,45,29,49,,,,0,,,,,,,,,,,
'040461B0100,'040461B010002,'04,CAMPECHE,'009,ESCARCEGA,'0461,1,B,0,1,2,,,,,,,,13,9,43,9,22,31,16,2,42,45,8,14,30,,,,620,,,,,,,,,,,
'040461C0100,'040461C010002,'04,CAMPECHE,'009,ESCARCEGA,'0461,1,C,0,1,2,,,,,,,,19,18,23,21,36,18,28,5,43,19,29,9,39,,,,619,,,,,,,,,,,
'040462B0100,'040462B010002,'04,CAMPECHE,'009,ESCARCEGA,'0462,1,B,0,1,2,,,,,,,,49,45,22,12,7,6,17,4,18,38,37,41,21,,,,544,,,,,,,,,,,
'040462C0100,'040462C010002,'04,CAMPECHE,'009,ESCARCEGA,'0462,1,C,0,1,2,,,,,,,,22,9,4,5,3,27,32,4,14,44,15,1,33,,,,543,,,,,,,,,,,
'040463B0100,'040463B010002,'04,CAMPECHE,'009,ESCARCEGA,'0463,1,B,0,1,2,,,,,,,,2,34,26,2,13,39,49,9,1,42,38,46,3,,,,615,,,,,,,,,,,
'040463C0100,'040463C010002,'04,CAMPECHE,'009,ESCARCEGA,'0463,1,C,0,1,2,,,,,,,,9,4,22,38,32,43,28,36,31,5,35,28,49,,,,615,,,,,,,,,,,
'040464B0100,'040464B010002,'04,CAMPECHE,'009,ESCARCEGA,'0464,1,B,0,1,2,,,,,,,,28,3,32,42,31,49,23,3,10,41,28,4,3,,,,666,,,,,,,,,,,
'040464C0100,'040464C010002,'04,CAMPECHE,'009,ESCARCEGA,'0464,1,C,0,1,2,,,,,,,,38,7,32,21,14,46,24,21,7,38,1,30,3,,,,665,,,,,,,,,,,
'040464C0200,'040464C020002,'04,CAMPECHE,'009,ESCARCEGA,'0464,2,C,0,1,2,,,,,,,,1,15,34,4,13,2,1,49,34,18,27,47,21,,,,665,,,,,,,,,,,
'040465B0100,'040465B010002,'04,CAMPECHE,'009,ESCARCEGA,'0465,1,B,0,2,2,,,,,,,,10,21,5,22,28,19,6,23,36,36,41,32,21,,,,355,,,,,,,,,,,
'040466B0100,'040466B010002,'04,CAMPECHE,'009,ESCARCEGA,'0466,1,B,0,2,2,,,,,,,,25,3,10,11,17,10,46,19,41,17,14,48,14,,,,277,,,,,,,,,,,
'040466E0100,'040466E010002,'04,CAMPECHE,'009,ESCARCEGA,'0466,1,E,0,2,2,,,,,,,,24,11,31,16,10,2,8,36,11,13,43,10,34,,,,225,,,,,,,,,,,
'040467B0100,'040467B010002,'04,CAMPECHE,'009,ESCARCEGA,'0467,1,B,0,2,2,,,,,,,,19,4,42,27,48,11,35,28,37,41,12,35,19,,,,619,,,,,,,,,,,
'040468B0100,'040468B010002,'04,CAMPECHE,'009,ESCARCEGA,'0468,1,B,0,2,2,,,,,,,,8,18,2,5,49,7,25,45,39,22,13,3,40,,,,718,,,,,,,,,,,
'040468C0100,'040468C010002,'04,CAMPECHE,'009,ESCARCEGA,'0468,1,C,0,2,2,,,,,,,,26,43,14,27,1,17,5,28,39,20,25,41,33,,,,718,,,,,,,,,,,
'040468C0200,'040468C020002,'04,CAMPECHE,'009,ESCARCEGA,'0468,2,C,0,2,2,,,,,,,,13,41,34,28,40,26,25,20,39,10,36,11,44,,,,718,,,,,,,,,,,
'040469B0100,'040469B010002,'04,CAMPECHE,'009,ESCARCEGA,'0469,1,B,0,2,2,,,,,,,,19,22,17,12,17,42,9,34,24,47,8,3,36,,,,499,,,,,,,,,,,
'040469E0100,'040469E010002,'04,CAMPECHE,'009,ESCARCEGA,'0469,1,E,0,2,2,,,,,,,,2,27,20,9,38,24,18,14,6,23,29,39,18,,,,229,,,,,,,,,,,
'040470B0100,'040470B010002,'04,CAMPECHE,'009,ESCARCEGA,'0470,1,B,0,2,2,,,,,,,,28,18,11,12,31,42,9,40,5,22,15,2,29,,,,608,,,,,,,,,,,
'040470C0100,'040470C010002,'04,CAMPECHE,'009,ESCARCEGA,'0470,1,C,0,2,2,,,,,,,,47,18,4,20,33,41,48,32,38,9,36,20,13,,,,608,,,,,,,,,,,
'040471B0100,'040471B010002,'04,CAMPECHE,'009,ESCARCEGA,'0471,1,B,0,2,2,,,,,,,,17,43,13,28,17,34,40,25,40,35,28,8,23,,,,727,,,,,,,,,,,
'040471E0100,'040471E010002,'04,CAMPECHE,'009,ESCARCEGA,'0471,1,E,0,2,2,,,,,,,,49,14,2,18,9,4,6,33,26,5,15,34,46,,,,595,,,,,,,,,,,
'040472B0100,'040472B010002,'04,CAMPECHE,'003,CARMEN,'0472,1,B,0,2,2,,,,,,,,38,6,47,44,23,48,38,42,14,27,41,49,29,,,,531,,,,,,,,,,,
'040472C0100,'040472C010002,'04,CAMPECHE,'003,CARMEN,'0472,1,C,0,2,2,,,,,,,,24,11,24,7,10,40,22,47,5,17,18,40,8,,,,531,,,,,,,,,,,
'040473B0100,'040473B010002,'04,CAMPECHE,'003,CARMEN,'0473,1,B,0,2,2,,,,,,,,16,19,33,7,3,19,13,18,16,29,8,4,41,,,,491,,,,,,,,,,,
