DIPUTACIONES LOCALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021 18:52 (UTC-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'040291C0100,'040291C010003,'04,CAMPECHE,'014,014. CANDELARIA,'0291,1,C,0,2,3,,,,,1,2,1,12,1,37,39,12,28,44,42,23,9,48,31,,,,568,,,,,,,,,,,
'040292B0100,'040292B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0292,1,B,0,2,3,,,,,1,2,1,25,11,28,17,24,10,12,20,43,16,6,1,,,,605,,,,,,,,,,,
'040293B0100,'040293B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0293,1,B,0,2,3,,,,,1,2,1,27,39,39,17,1,40,28,24,47,45,28,12,,,,413,,,,,,,,,,,
'040293E0100,'040293E010003,'04,CAMPECHE,'014,014. CANDELARIA,'0293,1,E,0,2,3,,,,,1,2,1,30,43,39,1,28,2,4,4,46,9,40,25,,,,596,,,,,,,,,,,
'040294B0100,'040294B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0294,1,B,0,2,3,,,,,1,2,1,46,10,1,35,48,2,15,20,36,34,12,9,,,,174,,,,,,,,,,,
'040295B0100,'040295B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0295,1,B,0,2,3,,,,,1,2,1,8,46,20,6,22,2,18,24,31,19,30,45,,,,480,,,,,,,,,,,
'040295E0100,'040295E010003,'04,CAMPECHE,'014,014. CANDELARIA,'0295,1,E,0,2,3,,,,,1,2,1,27,14,41,6,25,3,27,21,46,27,25,40,,,,678,,,,,,,,,,,
'040295E0101,'040295E010103,'04,CAMPECHE,'014,014. CANDELARIA,'0295,1,E,1,2,3,,,,,1,2,1,20,30,4,41,14,16,1,26,11,43,11,8,,,,678,,,,,,,,,,,
'040296B0100,'040296B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0296,1,B,0,2,3,,,,,1,2,1,40,46,39,8,27,30,8,48,43,45,5,29,,,,750,,,,,,,,,,,
'040297B0100,'040297B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0297,1,B,0,2,3,,,,,1,2,1,9,13,8,9,30,2,44,3,22,26,8,43,,,,394,,,,,,,,,,,
'040297C0100,'040297C010003,'04,CAMPECHE,'014,014. CANDELARIA,'0297,1,C,0,2,3,,,,,1,2,1,47,41,30,17,38,4,41,22,29,46,39,1,,,,394,,,,,,,,,,,
'040298B0100,'040298B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0298,1,B,0,2,3,,,,,1,2,1,17,2,38,8,28,12,43,23,4,34,24,34,,,,475,,,,,,,,,,,
'040298C0100,'040298C010003,'04,CAMPECHE,'014,014. CANDELARIA,'0298,1,C,0,2,3,,,,,1,2,1,7,3,10,48,22,47,33,23,25,8,12,43,,,,475,,,,,,,,,,,
'040299B0100,'040299B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0299,1,B,0,2,3,,,,,1,2,1,6,41,18,3,23,4,24,10,18,38,9,16,,,,551,,,,,,,,,,,
'040299C0100,'040299C010003,'04,CAMPECHE,'014,014. CANDELARIA,'0299,1,C,0,2,3,,,,,1,2,1,36,12,37,42,13,43,3,20,1,20,8,6,,,,551,,,,,,,,,,,
'040300B0100,'040300B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0300,1,B,0,2,3,,,,,1,2,1,22,5,16,49,49,2,13,14,26,4,9,41,,,,457,,,,,,,,,,,
'040301B0100,'040301B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0301,1,B,0,2,3,,,,,1,2,1,2,1,43,14,25,31,32,47,44,31,48,43,,,,601,,,,,,,,,,,
'040301C0100,'040301C010003,'04,CAMPECHE,'014,014. CANDELARIA,'0301,1,C,0,2,3,,,,,1,2,1,43,30,32,4,12,32,23,32,33,32,7,7,,,,600,,,,,,,,,,,
'040301C0200,'040301C020003,'04,CAMPECHE,'014,014. CANDELARIA,'0301,2,C,0,2,3,,,,,1,2,1,38,26,30,46,19,11,32,18,20,21,45,30,,,,600,,,,,,,,,,,
'040302B0100,'040302B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0302,1,B,0,2,3,,,,,1,2,1,33,10,3,42,49,39,32,1,45,44,15,7,,,,304,,,,,,,,,,,
'040303B0100,'040303B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0303,1,B,0,1,3,,,,,1,2,1,10,15,49,24,47,43,26,8,38,23,37,16,,,,399,,,,,,,,,,,
'040303C0100,'040303C010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0303,1,C,0,1,3,,,,,1,2,1,32,14,19,24,4,38,14,15,31,11,28,28,,,,398,,,,,,,,,,,
'040304B0100,'040304B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0304,1,B,0,1,3,,,,,1,2,1,37,34,41,31,2,33,2,33,25,45,42,29,,,,382,,,,,,,,,,,
'040304C0100,'040304C010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0304,1,C,0,1,3,,,,,1,2,1,34,5,48,8,6,17,43,44,31,13,9,13,,,,381,,,,,,,,,,,
'040305B0100,'040305B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0305,1,B,0,1,3,,,,,1,2,1,48,21,5,30,42,12,47,40,29,1,45,26,,,,585,,,,,,,,,,,
'040305C0100,'040305C010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0305,1,C,0,1,3,,,,,1,2,1,11,14,6,4,42,7,41,18,10,4,4,29,,,,585,,,,,,,,,,,
'040306B0100,'040306B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0306,1,B,0,1,3,,,,,1,2,1,21,41,43,40,26,21,11,26,19,45,9,44,,,,508,,,,,,,,,,,
'040306C0100,'040306C010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0306,1,C,0,1,3,,,,,1,2,1,34,39,28,30,1,21,5,8,5,37,34,41,,,,508,,,,,,,,,,,
'040306C0200,'040306C020003,'04,CAMPECHE,'015,015. CHAMPOTON,'0306,2,C,0,1,3,,,,,1,2,1,35,13,40,10,4,43,15,16,9,7,16,26,,,,507,,,,,,,,,,,
'040307B0100,'040307B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0307,1,B,0,1,3,,,,,1,2,1,28,25,25,7,24,21,31,13,34,38,18,13,,,,421,,,,,,,,,,,
'040307C0100,'040307C010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0307,1,C,0,1,3,,,,,1,2,1,44,46,21,9,16,4,26,18,41,45,40,2,,,,421,,,,,,,,,,,
'040308B0100,'040308B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0308,1,B,0,1,3,,,,,1,2,1,3,7,9,48,7,31,18,6,19,16,20,29,,,,451,,,,,,,,,,,
'040308S0100,'040308S010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0308,1,S,0,1,3,,,,,1,2,1,39,4,36,33,17,28,18,30,13,49,17,37,,,,0,,,,,,,,,,,
'040309B0100,'040309B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0309,1,B,0,1,3,,,,,1,2,1,23,36,8,21,30,31,46,40,44,39,40,20,,,,630,,,,,,,,,,,
'040310B0100,'040310B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0310,1,B,0,1,3,,,,,1,2,1,4,43,14,14,43,17,41,26,19,44,5,4,,,,454,,,,,,,,,,,
'040310C0100,'040310C010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0310,1,C,0,1,3,,,,,1,2,1,37,49,37,5,35,24,32,45,25,13,17,10,,,,454,,,,,,,,,,,
'040311B0100,'040311B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0311,1,B,0,1,3,,,,,1,2,1,37,16,47,18,26,2,22,25,19,36,8,47,,,,692,,,,,,,,,,,
'040312B0100,'040312B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0312,1,B,0,1,3,,,,,1,2,1,1,43,4,12,35,25,20,26,11,34,6,12,,,,703,,,,,,,,,,,
'040312C0100,'040312C010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0312,1,C,0,1,3,,,,,1,2,1,40,37,1,23,43,12,37,19,33,32,7,30,,,,703,,,,,,,,,,,
'040312C0200,'040312C020003,'04,CAMPECHE,'015,015. CHAMPOTON,'0312,2,C,0,1,3,,,,,1,2,1,1,21,39,7,29,3,31,40,6,33,49,5,,,,703,,,,,,,,,,,
'040313B0100,'040313B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0313,1,B,0,1,3,,,,,1,2,1,41,18,3,30,17,42,21,5,27,24,29,35,,,,699,,,,,,,,,,,
'040313C0100,'040313C010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0313,1,C,0,1,3,,,,,1,2,1,19,30,26,37,27,26,10,41,41,1,39,21,,,,699,,,,,,,,,,,
'040314B0100,'040314B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0314,1,B,0,1,3,,,,,1,2,1,48,17,1,15,1,14,32,17,40,29,8,12,,,,547,,,,,,,,,,,
'040314C0100,'040314C010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0314,1,C,0,1,3,,,,,1,2,1,42,18,22,6,17,46,48,13,16,20,33,28,,,,546,,,,,,,,,,,
'040315B0100,'040315B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0315,1,B,0,1,3,,,,,1,2,1,40,30,27,38,9,23,21,23,11,17,40,41,,,,688,,,,,,,,,,,
'040315C0100,'040315C010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0315,1,C,0,1,3,,,,,1,2,1,32,20,41,22,33,45,47,3,42,42,27,38,,,,688,,,,,,,,,,,
'040316B0100,'040316B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0316,1,B,0,1,3,,,,,1,2,1,13,47,25,29,27,1,34,20,14,20,47,46,,,,550,,,,,,,,,,,
'040316C0100,'040316C010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0316,1,C,0,1,3,,,,,1,2,1,16,3,13,11,37,35,19,13,38,24,21,10,,,,550,,,,,,,,,,,
'040316C0200,'040316C020003,'04,CAMPECHE,'015,015. CHAMPOTON,'0316,2,C,0,1,3,,,,,1,2,1,45,29,41,25,49,45,19,2,31,39,39,4,,,,550,,,,,,,,,,,
'040317B0100,'040317B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0317,1,B,0,1,3,,,,,1,2,1,7,45,41,12,29,48,27,20,3,31,46,12,,,,565,,,,,,,,,,,
'040317C0100,'040317C010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0317,1,C,0,1,3,,,,,1,2,1,36,38,26,40,6,13,49,17,31,28,3,33,,,,564,,,,,,,,,,,
'040317C0200,'040317C020003,'04,CAMPECHE,'015,015. CHAMPOTON,'0317,2,C,0,1,3,,,,,1,2,1,49,10,22,5,4,2,4,18,7,14,21,24,,,,564,,,,,,,,,,,
'040317C0300,'040317C030003,'04,CAMPECHE,'015,015. CHAMPOTON,'0317,3,C,0,1,3,,,,,1,2,1,29,43,29,32,19,30,23,47,30,12,47,22,,,,564,,,,,,,,,,,
'040318B0100,'040318B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0318,1,B,0,1,3,,,,,1,2,1,1,12,36,48,26,28,34,4,5,31,16,45,,,,559,,,,,,,,,,,
'040318C0100,'040318C010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0318,1,C,0,1,3,,,,,1,2,1,39,47,39,26,30,44,44,37,19,26,35,35,,,,559,,,,,,,,,,,
'040318C0200,'040318C020003,'04,CAMPECHE,'015,015. CHAMPOTON,'0318,2,C,0,1,3,,,,,1,2,1,49,3,6,2,8,13,39,44,25,12,34,48,,,,558,,,,,,,,,,,
'040319B0100,'040319B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0319,1,B,0,2,3,,,,,1,2,1,18,20,18,14,20,11,39,12,38,3,17,4,,,,719,,,,,,,,,,,
'040319C0100,'040319C010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0319,1,C,0,2,3,,,,,1,2,1,1,47,43,13,43,2,25,4,34,37,32,2,,,,719,,,,,,,,,,,
'040319C0200,'040319C020003,'04,CAMPECHE,'015,015. CHAMPOTON,'0319,2,C,0,2,3,,,,,1,2,1,36,42,45,46,28,23,29,6,12,42,5,10,,,,719,,,,,,,,,,,
'040319C0300,'040319C030003,'04,CAMPECHE,'015,015. CHAMPOTON,'0319,3,C,0,2,3,,,,,1,2,1,21,1,22,12,10,43,23,13,27,21,13,38,,,,718,,,,,,,,,,,
'040319C0400,'040319C040003,'04,CAMPECHE,'015,015. CHAMPOTON,'0319,4,C,0,2,3,,,,,1,2,1,44,43,38,9,3,25,38,40,8,37,47,19,,,,718,,,,,,,,,,,
'040319C0500,'040319C050003,'04,CAMPECHE,'015,015. CHAMPOTON,'0319,5,C,0,2,3,,,,,1,2,1,32,44,8,29,32,14,25,24,27,15,17,48,,,,718,,,,,,,,,,,
'040319C0600,'040319C060003,'04,CAMPECHE,'015,015. CHAMPOTON,'0319,6,C,0,2,3,,,,,1,2,1,34,38,18,49,34,28,28,44,7,43,44,26,,,,718,,,,,,,,,,,
'040319C0700,'040319C070003,'04,CAMPECHE,'015,015. CHAMPOTON,'0319,7,C,0,2,3,,,,,1,2,1,29,22,40,49,23,17,25,19,40,48,18,12,,,,718,,,,,,,,,,,
'040319E0100,'040319E010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0319,1,E,0,2,3,,,,,1,2,1,32,49,47,49,26,22,17,40,11,38,28,23,,,,467,,,,,,,,,,,
'040320B0100,'040320B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0320,1,B,0,2,3,,,,,1,2,1,49,14,2,17,36,2,27,27,34,34,28,26,,,,587,,,,,,,,,,,
'040320C0100,'040320C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0320,1,C,0,2,3,,,,,1,2,1,37,13,6,5,7,23,43,5,1,7,43,10,,,,587,,,,,,,,,,,
'040320C0200,'040320C020003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0320,2,C,0,2,3,,,,,1,2,1,49,17,43,43,41,10,25,43,5,1,21,19,,,,587,,,,,,,,,,,
'040321B0100,'040321B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0321,1,B,0,1,3,,,,,1,2,1,5,20,44,16,19,18,31,17,20,9,20,48,,,,396,,,,,,,,,,,
'040321C0100,'040321C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0321,1,C,0,1,3,,,,,1,2,1,29,3,34,36,31,29,4,34,23,15,37,25,,,,395,,,,,,,,,,,
'040322B0100,'040322B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0322,1,B,0,1,3,,,,,1,2,1,13,13,24,1,6,8,3,17,15,17,10,12,,,,590,,,,,,,,,,,
'040322C0100,'040322C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0322,1,C,0,1,3,,,,,1,2,1,3,15,17,4,30,19,8,24,14,49,36,37,,,,589,,,,,,,,,,,
'040323B0100,'040323B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0323,1,B,0,2,3,,,,,1,2,1,21,23,23,48,39,26,48,3,24,39,15,9,,,,513,,,,,,,,,,,
'040323C0100,'040323C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0323,1,C,0,2,3,,,,,1,2,1,43,5,26,22,11,20,12,21,45,18,23,3,,,,512,,,,,,,,,,,
'040324B0100,'040324B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0324,1,B,0,1,3,,,,,1,2,1,37,48,14,39,49,42,49,28,29,2,11,5,,,,576,,,,,,,,,,,
'040324C0100,'040324C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0324,1,C,0,1,3,,,,,1,2,1,20,18,26,32,27,2,33,46,32,32,48,13,,,,575,,,,,,,,,,,
'040325B0100,'040325B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0325,1,B,0,1,3,,,,,1,2,1,9,33,48,46,5,17,46,16,12,9,1,15,,,,509,,,,,,,,,,,
'040325C0100,'040325C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0325,1,C,0,1,3,,,,,1,2,1,9,18,14,1,31,40,5,49,15,6,46,46,,,,509,,,,,,,,,,,
'040325C0200,'040325C020003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0325,2,C,0,1,3,,,,,1,2,1,29,40,16,31,32,45,47,21,27,25,12,33,,,,508,,,,,,,,,,,
'040326B0100,'040326B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0326,1,B,0,2,3,,,,,1,2,1,20,34,20,8,14,38,11,42,9,42,34,30,,,,405,,,,,,,,,,,
'040326C0100,'040326C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0326,1,C,0,2,3,,,,,1,2,1,36,22,9,8,15,35,18,45,31,24,32,23,,,,404,,,,,,,,,,,
'040327B0100,'040327B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0327,1,B,0,2,3,,,,,1,2,1,26,35,4,20,20,24,35,24,32,29,4,36,,,,589,,,,,,,,,,,
'040327C0100,'040327C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0327,1,C,0,2,3,,,,,1,2,1,26,38,20,14,39,12,40,49,39,40,6,47,,,,589,,,,,,,,,,,
'040327C0200,'040327C020003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0327,2,C,0,2,3,,,,,1,2,1,16,26,37,32,49,43,26,15,10,7,17,12,,,,589,,,,,,,,,,,
'040328B0100,'040328B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0328,1,B,0,2,3,,,,,1,2,1,19,45,48,1,16,48,24,37,9,45,45,6,,,,513,,,,,,,,,,,
'040328C0100,'040328C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0328,1,C,0,2,3,,,,,1,2,1,44,4,48,23,27,13,40,13,4,12,36,45,,,,513,,,,,,,,,,,
'040328C0200,'040328C020003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0328,2,C,0,2,3,,,,,1,2,1,6,15,9,18,37,5,36,28,46,29,38,17,,,,512,,,,,,,,,,,
'040329B0100,'040329B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0329,1,B,0,2,3,,,,,1,2,1,29,16,32,38,38,25,31,35,43,42,7,17,,,,446,,,,,,,,,,,
'040329C0100,'040329C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0329,1,C,0,2,3,,,,,1,2,1,49,10,2,46,16,12,6,6,11,49,42,1,,,,446,,,,,,,,,,,
'040330B0100,'040330B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0330,1,B,0,1,3,,,,,1,2,1,41,20,46,18,39,13,24,15,32,38,21,49,,,,540,,,,,,,,,,,
'040330C0100,'040330C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0330,1,C,0,1,3,,,,,1,2,1,22,26,36,16,40,47,47,30,31,19,15,40,,,,540,,,,,,,,,,,
'040332B0100,'040332B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0332,1,B,0,2,3,,,,,1,2,1,48,27,46,40,10,8,32,30,45,16,33,35,,,,512,,,,,,,,,,,
'040333B0100,'040333B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0333,1,B,0,2,3,,,,,1,2,1,6,11,43,49,42,43,32,13,26,41,17,28,,,,606,,,,,,,,,,,
'040333C0100,'040333C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0333,1,C,0,2,3,,,,,1,2,1,14,25,32,17,1,49,2,26,11,3,42,40,,,,605,,,,,,,,,,,
'040334B0100,'040334B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0334,1,B,0,2,3,,,,,1,2,1,31,36,5,39,22,33,43,47,30,43,25,21,,,,422,,,,,,,,,,,
'040334C0100,'040334C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0334,1,C,0,2,3,,,,,1,2,1,40,31,24,44,44,21,46,23,1,18,43,36,,,,422,,,,,,,,,,,
'040334E0100,'040334E010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0334,1,E,0,2,3,,,,,1,2,1,10,47,6,25,13,3,15,10,31,30,33,37,,,,137,,,,,,,,,,,
'040334E0200,'040334E020003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0334,2,E,0,2,3,,,,,1,2,1,46,36,29,13,48,2,16,7,4,1,12,4,,,,96,,,,,,,,,,,
'040335B0100,'040335B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0335,1,B,0,2,3,,,,,1,2,1,11,1,18,35,29,18,20,4,36,20,31,7,,,,383,,,,,,,,,,,
'040335C0100,'040335C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0335,1,C,0,2,3,,,,,1,2,1,25,49,38,31,41,31,41,29,21,2,40,17,,,,382,,,,,,,,,,,
'040336B0100,'040336B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0336,1,B,0,2,3,,,,,1,2,1,40,48,25,41,19,28,42,33,49,40,44,21,,,,459,,,,,,,,,,,
'040336C0100,'040336C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0336,1,C,0,2,3,,,,,1,2,1,20,26,11,45,5,21,19,5,10,23,17,6,,,,459,,,,,,,,,,,
'040337B0100,'040337B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0337,1,B,0,2,3,,,,,1,2,1,2,47,32,2,25,12,31,24,15,45,8,2,,,,433,,,,,,,,,,,
'040337C0100,'040337C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0337,1,C,0,2,3,,,,,1,2,1,42,21,8,33,46,19,24,1,14,14,48,18,,,,432,,,,,,,,,,,
'040338B0100,'040338B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0338,1,B,0,2,3,,,,,1,2,1,44,30,42,45,14,28,21,3,27,33,41,48,,,,231,,,,,,,,,,,
'040339B0100,'040339B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0339,1,B,0,2,3,,,,,1,2,1,4,39,6,30,26,35,19,29,43,45,28,6,,,,635,,,,,,,,,,,
'040340B0100,'040340B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0340,1,B,0,2,3,,,,,1,2,1,38,3,4,34,1,5,23,16,27,11,37,27,,,,661,,,,,,,,,,,
'040340C0100,'040340C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0340,1,C,0,2,3,,,,,1,2,1,41,28,32,17,30,6,43,28,38,22,18,22,,,,660,,,,,,,,,,,
'040340C0200,'040340C020003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0340,2,C,0,2,3,,,,,1,2,1,28,21,4,7,30,38,20,14,30,45,31,8,,,,660,,,,,,,,,,,
'040340E0100,'040340E010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0340,1,E,0,2,3,,,,,1,2,1,16,32,49,36,16,31,45,10,30,9,37,31,,,,233,,,,,,,,,,,
'040341B0100,'040341B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0341,1,B,0,2,3,,,,,1,2,1,3,26,1,46,19,4,34,19,4,41,14,48,,,,671,,,,,,,,,,,
'040341C0100,'040341C010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0341,1,C,0,2,3,,,,,1,2,1,42,21,8,34,13,37,1,36,43,35,46,46,,,,671,,,,,,,,,,,
'040342B0100,'040342B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0342,1,B,0,2,3,,,,,1,2,1,49,23,28,37,25,44,41,4,10,47,18,28,,,,606,,,,,,,,,,,
'040342C0100,'040342C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0342,1,C,0,2,3,,,,,1,2,1,40,41,30,36,20,29,27,19,41,9,42,3,,,,605,,,,,,,,,,,
'040343B0100,'040343B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0343,1,B,0,1,3,,,,,1,2,1,36,9,49,32,14,19,26,22,7,37,35,10,,,,540,,,,,,,,,,,
'040343C0100,'040343C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0343,1,C,0,1,3,,,,,1,2,1,3,6,25,11,40,28,25,49,15,10,17,24,,,,539,,,,,,,,,,,
'040344B0100,'040344B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0344,1,B,0,2,3,,,,,1,2,1,32,6,48,44,2,9,37,36,19,22,32,23,,,,699,,,,,,,,,,,
'040345B0100,'040345B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0345,1,B,0,1,3,,,,,1,2,1,3,32,15,46,9,49,43,44,2,41,14,13,,,,455,,,,,,,,,,,
'040345C0100,'040345C010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0345,1,C,0,1,3,,,,,1,2,1,1,32,40,11,29,26,35,1,25,8,45,20,,,,455,,,,,,,,,,,
'040346B0100,'040346B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0346,1,B,0,2,3,,,,,1,2,1,18,3,24,44,40,23,9,44,15,19,39,22,,,,517,,,,,,,,,,,
'040346C0100,'040346C010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0346,1,C,0,2,3,,,,,1,2,1,8,26,6,13,36,38,6,48,11,32,5,31,,,,517,,,,,,,,,,,
'040347B0100,'040347B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0347,1,B,0,2,3,,,,,1,2,1,27,14,48,42,23,1,26,33,9,6,16,35,,,,376,,,,,,,,,,,
'040347C0100,'040347C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0347,1,C,0,2,3,,,,,1,2,1,34,6,5,19,40,21,43,40,21,24,47,9,,,,376,,,,,,,,,,,
'040347E0100,'040347E010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0347,1,E,0,2,3,,,,,1,2,1,7,21,32,33,8,22,4,41,34,44,15,21,,,,686,,,,,,,,,,,
'040348B0100,'040348B010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0348,1,B,0,2,3,,,,,1,2,1,41,41,23,17,23,15,42,10,37,45,44,8,,,,388,,,,,,,,,,,
'040348C0100,'040348C010003,'04,CAMPECHE,'016,016. SEYBAPLAYA,'0348,1,C,0,2,3,,,,,1,2,1,5,1,46,11,27,26,47,37,37,10,11,25,,,,388,,,,,,,,,,,
'040349B0100,'040349B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0349,1,B,0,2,3,,,,,1,2,1,30,16,10,47,9,42,4,43,47,37,36,46,,,,590,,,,,,,,,,,
'040349C0100,'040349C010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0349,1,C,0,2,3,,,,,1,2,1,18,47,37,45,34,41,26,40,7,12,18,13,,,,589,,,,,,,,,,,
'040350B0100,'040350B010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0350,1,B,0,2,3,,,,,1,2,1,32,15,39,29,14,30,37,32,38,9,1,26,,,,507,,,,,,,,,,,
'040350C0100,'040350C010003,'04,CAMPECHE,'015,015. CHAMPOTON,'0350,1,C,0,2,3,,,,,1,2,1,10,19,32,41,18,30,20,22,10,18,11,15,,,,507,,,,,,,,,,,
'040350C0200,'040350C020003,'04,CAMPECHE,'015,015. CHAMPOTON,'0350,2,C,0,2,3,,,,,1,2,1,46,46,23,35,31,11,22,49,1,39,16,35,,,,507,,,,,,,,,,,
